model,prompt_tokens,batch_size,ubatch_size,n_gen,repetitions,bench_json,gpu_csv 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3072,2048,2560,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n2560_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n2560_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3584,2048,2560,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n2560_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n2560_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,4096,2048,2560,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n2560_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n2560_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2048,2048,2816,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n2816_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n2816_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2560,2048,2816,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n2816_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n2816_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3072,2048,2816,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n2816_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n2816_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3584,2048,2816,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n2816_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n2816_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,4096,2048,2816,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n2816_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n2816_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2048,2048,3072,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n3072_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n3072_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2560,2048,3072,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n3072_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n3072_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3072,2048,3072,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n3072_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n3072_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3584,2048,3072,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n3072_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n3072_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,4096,2048,3072,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n3072_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n3072_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2048,2048,3328,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n3328_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n3328_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2560,2048,3328,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n3328_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n3328_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3072,2048,3328,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n3328_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n3328_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3584,2048,3328,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n3328_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n3328_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,4096,2048,3328,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n3328_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n3328_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2048,2048,3584,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n3584_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n3584_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2560,2048,3584,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n3584_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n3584_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3072,2048,3584,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n3584_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n3584_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3584,2048,3584,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n3584_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n3584_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,4096,2048,3584,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n3584_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n3584_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2048,2048,3840,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n3840_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n3840_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2560,2048,3840,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n3840_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n3840_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3072,2048,3840,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n3840_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n3840_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3584,2048,3840,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n3840_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n3840_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,4096,2048,3840,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n3840_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n3840_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2048,2048,4096,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n4096_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2048_ub2048_n4096_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,2560,2048,4096,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n4096_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b2560_ub2048_n4096_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3072,2048,4096,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n4096_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3072_ub2048_n4096_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,3584,2048,4096,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n4096_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b3584_ub2048_n4096_r100.gpu.csv" 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",512,4096,2048,4096,100,"generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n4096_r100.json","generate-bench-results\Phi-3.5-mini-instruct-Q8_0_p512_b4096_ub2048_n4096_r100.gpu.csv" 
